contig_id,real_len,pred_class,reliability,prob_bacteria,prob_phage,prob_eukarya,prob_archaea,prob_plasmid,prob_virus
NC_040753.1,1721,phage,0.9994149208068848,0.013222,0.918513,0.013145,0.017002,0.016612,0.021505
NC_040756.1,1638,eukarya,0.9999195337295532,0.016197,0.052084,0.871473,0.018045,0.015392,0.026811
NC_040757.1,1822,bacteria,0.9998282194137573,0.523171,0.049956,0.245051,0.035224,0.068831,0.077767
NC_040758.1,1860,phage,0.9999336004257202,0.022358,0.784775,0.061761,0.033449,0.030106,0.067551
NC_040765.1,1455,virus,0.9883737564086914,0.017105,0.095158,0.022465,0.013989,0.020518,0.830766
NC_040769.1,1634,phage,0.9926607608795166,0.048649,0.462077,0.251522,0.039468,0.043328,0.154957
NC_040772.1,1868,eukarya,0.9997712969779968,0.027168,0.046027,0.448887,0.046951,0.029372,0.401595
NC_038259.1,1513,eukarya,0.9876649975776672,0.036558,0.017732,0.795625,0.098824,0.015220,0.036042
NC_038263.1,1358,archaea,0.9967052340507507,0.067328,0.048520,0.083652,0.737697,0.032713,0.030090
NC_038273.1,1710,virus,0.9988775849342346,0.015686,0.024637,0.042006,0.015766,0.021433,0.880472
NC_038298.1,1958,virus,0.9982740879058838,0.024547,0.049112,0.049281,0.349297,0.032991,0.494771
NC_038322.1,1040,eukarya,0.9935658574104309,0.016580,0.058415,0.842831,0.021017,0.021659,0.039498
NC_038323.1,1389,virus,0.9984266757965088,0.019386,0.211999,0.144990,0.023799,0.029517,0.570309
NC_038327.1,1093,virus,0.9991616010665894,0.018628,0.028374,0.096754,0.019043,0.022123,0.815078
NC_038373.1,1972,virus,0.9970763921737671,0.015734,0.021164,0.022354,0.030693,0.018932,0.891123
NC_038384.1,1725,virus,0.9996552467346191,0.021901,0.026376,0.060740,0.018355,0.025810,0.846818
NC_038423.1,1896,virus,0.9991876482963562,0.012191,0.013510,0.019195,0.014701,0.016400,0.924003
NC_038446.1,1873,virus,0.9987162351608276,0.016406,0.022796,0.054962,0.023398,0.018639,0.863799
NC_038505.1,1904,virus,0.9985328912734985,0.021304,0.039168,0.044610,0.240626,0.021564,0.632727
NC_038514.1,1935,virus,0.9998953342437744,0.015695,0.035293,0.028677,0.019281,0.046843,0.854211
NC_038563.1,1103,virus,0.9991583824157715,0.021856,0.177620,0.041272,0.016220,0.022081,0.720951
NC_038566.1,1936,virus,0.9999306201934814,0.027082,0.074256,0.163748,0.031141,0.027560,0.676213
NC_038567.1,1128,bacteria,0.9999291896820068,0.631239,0.146578,0.023594,0.025283,0.147495,0.025811
NC_038571.1,1683,bacteria,0.9999897480010986,0.841478,0.029810,0.022518,0.018927,0.060725,0.026542
NC_038572.1,1187,phage,0.9999635219573975,0.050314,0.798493,0.028905,0.018872,0.049027,0.054389
NC_038573.1,1176,phage,0.9986188411712646,0.044353,0.558787,0.059433,0.040714,0.037049,0.259664
NC_038576.1,1749,virus,0.999358594417572,0.030416,0.039751,0.032136,0.025175,0.044801,0.827721
NC_038577.1,1607,eukarya,0.9999765157699585,0.219338,0.142688,0.396025,0.046465,0.085275,0.110208
NC_038578.1,1175,eukarya,0.9981920123100281,0.021535,0.018426,0.897410,0.016736,0.011752,0.034141
NC_038579.1,1080,eukarya,0.9999492168426514,0.025176,0.227632,0.633965,0.025011,0.035465,0.052751
NC_038581.1,1986,virus,0.9847480654716492,0.014565,0.062416,0.053169,0.017198,0.023543,0.829109
NC_038583.1,1181,eukarya,0.997820258140564,0.019949,0.123466,0.634584,0.024448,0.030173,0.167381
NC_038585.1,1763,virus,0.9970625042915344,0.017492,0.022625,0.076545,0.016925,0.020339,0.846076
NC_038586.1,1658,bacteria,0.9999252557754517,0.432899,0.179284,0.047652,0.041387,0.255677,0.043100
NC_038587.1,1128,eukarya,0.9999754428863525,0.016005,0.034203,0.863580,0.017699,0.018300,0.050214
NC_038589.1,1175,eukarya,0.997791051864624,0.132829,0.168733,0.286601,0.046678,0.126546,0.238613
NC_038590.1,1047,phage,0.9998130202293396,0.039718,0.595863,0.235960,0.034736,0.061358,0.032366
NC_038591.1,1984,virus,0.999037504196167,0.019852,0.372156,0.045382,0.027378,0.024266,0.510967
NC_038596.1,1971,phage,0.9999572038650513,0.037823,0.380215,0.168635,0.046786,0.090352,0.276189
NC_038597.1,1601,eukarya,0.9997962117195129,0.117917,0.034314,0.770326,0.023117,0.024710,0.029615
NC_038598.1,1108,eukarya,0.9997425675392151,0.017417,0.021238,0.879597,0.016637,0.014281,0.050830
NC_038599.1,1166,phage,0.9991050362586975,0.068542,0.665255,0.078094,0.035827,0.049389,0.102893
NC_038601.1,1736,eukarya,0.9988161325454712,0.051649,0.028479,0.670267,0.028374,0.064697,0.156534
NC_038606.1,1957,virus,0.9980814456939697,0.029232,0.042915,0.099732,0.021631,0.021783,0.784706
NC_038607.1,1166,phage,0.9998037219047546,0.257730,0.476101,0.031434,0.035316,0.110576,0.088844
NC_038608.1,1089,eukarya,0.9996660947799683,0.033145,0.051218,0.534627,0.029578,0.057209,0.294222
NC_038609.1,1605,phage,0.9999771118164062,0.067051,0.838801,0.017502,0.021046,0.032340,0.023259
NC_038611.1,1735,virus,0.999346911907196,0.040054,0.033559,0.238677,0.033749,0.032022,0.621939
NC_038616.1,1965,virus,0.9993724226951599,0.085796,0.041887,0.163478,0.030705,0.045080,0.633054
NC_038618.1,1771,bacteria,0.9999300241470337,0.876997,0.030885,0.014115,0.022916,0.040345,0.014742
NC_038619.1,1051,phage,0.9999898672103882,0.186780,0.363522,0.254637,0.045505,0.093565,0.055991
NC_038621.1,1652,virus,0.9999232292175293,0.158612,0.168197,0.111259,0.040472,0.040284,0.481176
NC_038622.1,1165,eukarya,0.9996250867843628,0.061164,0.080568,0.583453,0.030477,0.062402,0.181936
NC_038623.1,1185,eukarya,0.9999606609344482,0.253274,0.111087,0.497054,0.035582,0.055887,0.047117
NC_038626.1,1315,virus,0.999775230884552,0.017439,0.028263,0.028133,0.015620,0.014687,0.895858
NC_038627.1,1122,eukarya,0.9997324347496033,0.047592,0.044792,0.498188,0.038829,0.039905,0.330695
NC_038631.1,1367,virus,0.999139666557312,0.020924,0.028888,0.037651,0.016069,0.013080,0.883387
NC_038638.1,1118,eukarya,0.9996563196182251,0.020233,0.020722,0.821989,0.022061,0.017428,0.097568
NC_038639.1,1317,virus,0.9993973970413208,0.029486,0.033090,0.039999,0.031118,0.124545,0.741762
NC_038643.1,1399,virus,0.979407548904419,0.013510,0.039809,0.050386,0.018954,0.046329,0.831012
NC_038646.1,1702,eukarya,0.9998408555984497,0.035569,0.042035,0.807657,0.025026,0.031276,0.058437
NC_038647.1,1235,virus,0.9995980858802795,0.029328,0.027594,0.043660,0.026275,0.028581,0.844562
NC_038650.1,1171,phage,0.9996079802513123,0.073950,0.631377,0.021182,0.025361,0.217727,0.030402
NC_038651.1,1946,virus,0.9999659061431885,0.032357,0.309227,0.033496,0.033832,0.039438,0.551651
NC_038653.1,1893,virus,0.9989616870880127,0.014680,0.019272,0.027460,0.014595,0.012163,0.911830
NC_038654.1,1761,virus,0.999849796295166,0.016099,0.070732,0.027664,0.019042,0.025841,0.840623
NC_038655.1,1944,virus,0.9790818691253662,0.027843,0.136624,0.026206,0.025867,0.037280,0.746180
NC_038656.1,1874,bacteria,0.9999654293060303,0.402867,0.214916,0.046432,0.075777,0.222749,0.037260
NC_038658.1,1185,bacteria,0.999862551689148,0.456708,0.256476,0.078995,0.065795,0.038857,0.103170
NC_038659.1,1322,eukarya,0.9989864230155945,0.024941,0.046097,0.615115,0.026186,0.025554,0.262107
NC_038663.1,1192,eukarya,0.9994352459907532,0.030553,0.039689,0.769070,0.028378,0.025061,0.107249
NC_038666.1,1984,plasmid,0.9998315572738647,0.083277,0.322733,0.076098,0.050980,0.403953,0.062958
NC_038667.1,1600,phage,0.9995055198669434,0.063469,0.355923,0.239792,0.049586,0.054626,0.236604
NC_038691.1,1231,phage,0.9979501366615295,0.027273,0.524122,0.034964,0.024677,0.035787,0.353178
NC_038692.1,1238,virus,0.9970269799232483,0.022276,0.047573,0.104501,0.021785,0.030290,0.773575
NC_038693.1,1194,phage,0.9985023736953735,0.026974,0.809817,0.026532,0.022319,0.030156,0.084203
NC_038696.1,1830,virus,0.9987922310829163,0.013075,0.026207,0.024611,0.019304,0.052557,0.864247
NC_038701.1,1245,virus,0.9913079142570496,0.025858,0.207443,0.269578,0.029514,0.029364,0.438242
NC_038703.1,1415,phage,0.999993085861206,0.182765,0.569339,0.037769,0.049146,0.073967,0.087013
NC_038704.1,1686,virus,0.9998855590820312,0.011915,0.028983,0.020943,0.011134,0.014271,0.912755
NC_038707.1,1745,phage,0.9999163150787354,0.060076,0.689605,0.021475,0.028132,0.176484,0.024227
NC_038711.1,1677,virus,0.9999253749847412,0.045446,0.111635,0.245551,0.142711,0.037995,0.416662
NC_038712.1,1090,virus,0.9973927736282349,0.033341,0.028513,0.284382,0.045815,0.036976,0.570972
NC_038716.1,1153,eukarya,0.9994841814041138,0.020963,0.033107,0.718304,0.160653,0.028699,0.038275
NC_038722.1,1022,phage,0.9996827840805054,0.048018,0.802989,0.020691,0.053623,0.040533,0.034147
NC_038749.1,1831,eukarya,0.9906320571899414,0.040181,0.064895,0.626278,0.036868,0.030043,0.201735
NC_038753.1,1317,archaea,0.4449472427368164,0.061985,0.100669,0.156563,0.518100,0.056534,0.106149
NC_038758.1,1860,eukarya,0.9967749714851379,0.028669,0.044629,0.574955,0.031058,0.033358,0.287332
NC_038771.1,1664,virus,0.9998394250869751,0.141430,0.183595,0.085889,0.075908,0.095965,0.417213
NC_038772.1,1678,eukarya,0.9983661770820618,0.013908,0.032413,0.905747,0.015953,0.012404,0.019575
NC_038773.1,1476,virus,0.9957749247550964,0.035237,0.223854,0.324256,0.033775,0.032577,0.350300
NC_038819.1,1726,virus,0.9960895776748657,0.009559,0.013298,0.022922,0.010894,0.012386,0.930940
NC_038820.1,1616,eukarya,0.9999611377716064,0.070918,0.091784,0.521223,0.105793,0.057014,0.153267
NC_038823.1,1776,virus,0.9999384880065918,0.014201,0.030285,0.026456,0.013889,0.012208,0.902960
NC_038824.1,1971,phage,0.999943733215332,0.109894,0.794441,0.023769,0.022486,0.023927,0.025483
NC_038825.1,1730,virus,0.9998975992202759,0.049792,0.031618,0.343035,0.031007,0.022235,0.522313
NC_038826.1,1915,virus,0.9999139308929443,0.034930,0.042196,0.081038,0.016743,0.025975,0.799118
NC_038828.1,1866,eukarya,0.9999585151672363,0.025237,0.022879,0.788532,0.025971,0.025770,0.111611
NC_038829.1,1884,eukarya,0.9998987913131714,0.027862,0.030726,0.614710,0.024383,0.027274,0.275045
NC_038830.1,1806,eukarya,0.9999861717224121,0.034795,0.029193,0.645866,0.030982,0.027506,0.231658
NC_038831.1,1873,virus,0.9998946189880371,0.029522,0.034167,0.331639,0.025865,0.031488,0.547319
NC_038832.1,1776,virus,0.9998993873596191,0.042900,0.038297,0.299790,0.034683,0.035900,0.548431
NC_038833.1,1791,virus,0.9999769926071167,0.011856,0.006015,0.018116,0.010340,0.009623,0.944050
NC_038834.1,1882,virus,0.9998373985290527,0.022595,0.040645,0.076477,0.016825,0.018102,0.825357
NC_038835.1,1826,eukarya,0.9999024868011475,0.041503,0.034182,0.564188,0.036066,0.032229,0.291833
NC_038836.1,1885,virus,0.9999150037765503,0.011347,0.015224,0.014245,0.012615,0.012977,0.933592
NC_038843.1,1836,eukarya,0.9969977140426636,0.029876,0.044960,0.764517,0.025658,0.022742,0.112248
NC_038844.1,1510,eukarya,0.9428762793540955,0.028015,0.174536,0.589357,0.028957,0.023364,0.155771
NC_038845.1,1598,virus,0.9998940229415894,0.054961,0.166530,0.038359,0.024547,0.031674,0.683929
NC_038846.1,1575,phage,0.9999076128005981,0.203052,0.576667,0.049077,0.040960,0.074114,0.056129
NC_038847.1,1522,virus,0.9996128678321838,0.021185,0.059696,0.071788,0.020233,0.025534,0.801564
NC_038853.1,1513,virus,0.9997864365577698,0.013174,0.035185,0.042691,0.019837,0.037035,0.852078
NC_038854.1,1414,virus,0.9999226331710815,0.025988,0.037903,0.154051,0.026015,0.019314,0.736729
NC_038855.1,1272,virus,0.9919447302818298,0.023915,0.037996,0.243652,0.031989,0.025353,0.637094
NC_038865.1,1313,virus,0.9701489210128784,0.012345,0.031975,0.013105,0.008550,0.016127,0.917897
NC_038915.1,1757,eukarya,0.9994469285011292,0.029785,0.029062,0.745068,0.028163,0.025074,0.142848
NC_038916.1,1920,eukarya,0.9998315572738647,0.040924,0.056362,0.478407,0.033234,0.024279,0.366793
NC_038917.1,1567,virus,0.9996675252914429,0.052920,0.144075,0.143038,0.034667,0.036892,0.588408
NC_038918.1,1744,phage,0.9996553659439087,0.051063,0.852473,0.013945,0.016777,0.049560,0.016182
NC_038927.1,1305,phage,0.9995539784431458,0.025522,0.581624,0.044740,0.021289,0.025483,0.301343
NC_038933.1,1468,virus,0.9998825788497925,0.022087,0.034976,0.107444,0.021020,0.021556,0.792917
NC_038935.1,1874,virus,0.9959456324577332,0.010699,0.011110,0.012954,0.010794,0.013933,0.940511
NC_038936.1,1334,eukarya,0.9854323267936707,0.031189,0.032944,0.680989,0.032721,0.027034,0.195123
NC_038938.1,1675,virus,0.9997015595436096,0.025849,0.042621,0.108032,0.350612,0.030744,0.442142
NC_038944.1,1726,phage,0.9999847412109375,0.036862,0.466516,0.112212,0.028951,0.057079,0.298381
NC_038946.1,1700,eukarya,0.9993938207626343,0.020490,0.013711,0.895157,0.040452,0.011578,0.018612
NC_038947.1,1182,phage,0.9999300241470337,0.138278,0.640747,0.067284,0.042010,0.081183,0.030498
NC_038949.1,1472,virus,0.9906538128852844,0.029986,0.045689,0.066467,0.339998,0.041354,0.476505
NC_038950.1,1172,eukarya,0.9996315240859985,0.083992,0.039583,0.685026,0.036986,0.035436,0.118979
NC_038952.1,1128,eukarya,0.9982033967971802,0.018254,0.029952,0.852748,0.026611,0.010649,0.061787
NC_039188.1,1067,archaea,0.9998087286949158,0.015843,0.069819,0.029674,0.796530,0.035521,0.052613
NC_039193.1,1863,virus,0.9997193217277527,0.082706,0.119820,0.130395,0.188438,0.031434,0.447207
NC_039224.1,1720,virus,0.9990342855453491,0.012974,0.059308,0.019060,0.016368,0.014585,0.877705
NC_039227.1,1730,virus,0.9974759221076965,0.032878,0.095357,0.372286,0.029831,0.024216,0.445432
NC_037613.1,1907,eukarya,0.9990246295928955,0.035221,0.043965,0.636161,0.034346,0.025139,0.225167
NC_037615.1,1702,virus,0.9971838593482971,0.099156,0.192672,0.251662,0.086536,0.079473,0.290501
NC_037617.1,1840,virus,0.9996753931045532,0.038674,0.039354,0.192798,0.035285,0.021714,0.672175
NC_037575.1,1936,eukarya,0.99870765209198,0.030955,0.031383,0.606952,0.031546,0.031551,0.267614
NC_037576.1,1900,virus,0.9999181032180786,0.017618,0.148082,0.027679,0.022025,0.030587,0.754008
NC_037577.1,1802,eukarya,0.9999474287033081,0.264909,0.045786,0.303654,0.034910,0.079195,0.271546
NC_037584.1,1534,virus,0.9999624490737915,0.014686,0.177472,0.037815,0.017325,0.029427,0.723274
NC_037585.1,1281,eukarya,0.9994851350784302,0.023805,0.039248,0.772167,0.028774,0.023247,0.112758
NC_037586.1,1243,virus,0.999940037727356,0.019274,0.035160,0.033621,0.018296,0.015564,0.878086
NC_037587.1,1211,eukarya,0.9988054037094116,0.017576,0.025851,0.873079,0.019734,0.016940,0.046820
NC_037588.1,1130,phage,0.9994922876358032,0.263187,0.424089,0.082386,0.057862,0.071181,0.101295
NC_037589.1,1166,eukarya,0.9839440584182739,0.015570,0.017967,0.904336,0.014828,0.011051,0.036249
NC_037095.1,1563,phage,0.9998217225074768,0.037471,0.851497,0.013943,0.013908,0.067351,0.015831
NC_037096.1,1512,virus,0.9997612833976746,0.010961,0.028168,0.014243,0.010683,0.012910,0.923035
NC_036617.1,1775,virus,0.9916670918464661,0.022897,0.115098,0.032647,0.023720,0.020639,0.785000
NC_036620.1,1219,virus,0.9998639822006226,0.033327,0.047885,0.155584,0.026872,0.021857,0.714475
NC_036634.1,1570,eukarya,0.9999475479125977,0.037910,0.041038,0.705663,0.034878,0.021704,0.158806
NC_036599.1,1998,virus,0.9996589422225952,0.065243,0.064717,0.157399,0.064582,0.037333,0.610727
NC_036606.1,1868,eukarya,0.9960772395133972,0.035583,0.042166,0.444663,0.038456,0.034837,0.404295
NC_036472.1,1081,phage,0.9998422861099243,0.230416,0.349615,0.070348,0.044649,0.181167,0.123804
NC_036473.1,1329,eukarya,0.9997844099998474,0.022492,0.064266,0.745475,0.024938,0.020716,0.122113
NC_036474.1,1141,virus,0.9994920492172241,0.033086,0.028491,0.054931,0.019171,0.015633,0.848687
NC_036475.1,1040,eukarya,0.9997797608375549,0.024724,0.018194,0.907205,0.015630,0.008789,0.025458
NC_035937.1,1541,eukarya,0.9987039566040039,0.026042,0.027867,0.680253,0.028468,0.022091,0.215278
NC_035938.1,1959,eukarya,0.9986295700073242,0.017820,0.033682,0.825522,0.021807,0.024173,0.076995
NC_035939.1,1639,eukarya,0.9997268319129944,0.087811,0.035934,0.699950,0.070327,0.034757,0.071222
NC_034161.1,1688,phage,0.9995083808898926,0.261069,0.624286,0.026858,0.024689,0.037633,0.025465
NC_035206.1,1689,phage,0.9975511431694031,0.098033,0.770614,0.024185,0.024499,0.054529,0.028140
NC_034979.1,1665,phage,0.9999507665634155,0.072969,0.544671,0.036047,0.089807,0.048896,0.207609
NC_034980.1,1402,eukarya,0.9995918869972229,0.018664,0.055208,0.772923,0.024652,0.020768,0.107785
NC_034981.1,1649,virus,0.9999189376831055,0.063560,0.068481,0.034796,0.051476,0.054796,0.726891
NC_034513.1,1573,phage,0.9999440908432007,0.037962,0.755880,0.025548,0.104825,0.030666,0.045120
NC_034514.1,1930,phage,0.9994182586669922,0.264116,0.449017,0.040881,0.043537,0.037275,0.165174
NC_034521.1,1768,virus,0.9998966455459595,0.015128,0.018376,0.042442,0.053446,0.020608,0.849999
NC_034523.1,1562,eukarya,0.9997275471687317,0.084818,0.186148,0.428363,0.068591,0.048117,0.183963
NC_034524.1,1790,eukarya,0.9994310736656189,0.039505,0.092404,0.580648,0.041410,0.041682,0.204351
NC_034526.1,1746,virus,0.997795581817627,0.041364,0.036348,0.375576,0.077373,0.025504,0.443834
NC_034527.1,1845,virus,0.9981801509857178,0.028092,0.033462,0.216951,0.028951,0.030714,0.661830
NC_034528.1,1986,archaea,0.9983261227607727,0.022841,0.030159,0.055225,0.625250,0.025251,0.241274
NC_034555.1,1816,virus,0.9929689764976501,0.013971,0.013676,0.017524,0.013978,0.013620,0.927231
NC_034558.1,1567,virus,0.9985559582710266,0.009496,0.013385,0.013673,0.010669,0.015958,0.936819
NC_034559.1,1597,phage,0.9998656511306763,0.022744,0.767246,0.035056,0.023196,0.021147,0.130610
NC_034562.1,1613,virus,0.9997816681861877,0.031721,0.023795,0.029625,0.088976,0.018027,0.807856
NC_034566.1,1859,virus,0.999308705329895,0.009813,0.011995,0.010989,0.009251,0.009903,0.948050
NC_034452.1,1707,phage,0.9998677968978882,0.076440,0.815450,0.022862,0.021707,0.041532,0.022009
NC_034457.1,1156,virus,0.9960838556289673,0.025748,0.062983,0.117912,0.031222,0.019138,0.742997
NC_034458.1,1212,eukarya,0.9754368662834167,0.069705,0.132591,0.510204,0.045734,0.080131,0.161636
NC_034464.1,1825,virus,0.9999126195907593,0.024247,0.041078,0.149559,0.081310,0.026070,0.677735
NC_034473.1,1813,virus,0.9989510774612427,0.008509,0.013398,0.010861,0.007833,0.008238,0.951160
NC_034476.1,1032,eukarya,0.9984816908836365,0.031168,0.057717,0.454135,0.025532,0.026834,0.404615
NC_034478.1,1048,eukarya,0.9957077503204346,0.034261,0.022413,0.770466,0.025065,0.016924,0.130871
NC_034480.1,1096,archaea,0.9999305009841919,0.027712,0.345873,0.035747,0.529812,0.029498,0.031359
NC_034484.1,1833,virus,0.9971966743469238,0.073993,0.147496,0.100941,0.232680,0.053056,0.391833
NC_034496.1,1111,eukarya,0.9970749616622925,0.025414,0.023943,0.829203,0.024225,0.015609,0.081604
NC_034498.1,1090,eukarya,0.9587463736534119,0.211874,0.198610,0.261277,0.077821,0.125225,0.125193
NC_034503.1,1898,virus,0.9996160268783569,0.014283,0.019301,0.035562,0.021858,0.020946,0.888050
NC_034386.1,1590,virus,0.9999263286590576,0.037233,0.135053,0.116150,0.049152,0.041614,0.620798
NC_034389.1,1787,virus,0.9994995594024658,0.058456,0.118052,0.170171,0.192281,0.042164,0.418875
NC_034394.1,1829,virus,0.9850024580955505,0.033731,0.035016,0.020805,0.017185,0.016147,0.877115
NC_034398.1,1754,virus,0.9970596432685852,0.010156,0.013790,0.014319,0.011327,0.011170,0.939238
NC_034400.1,1830,virus,0.9994377493858337,0.012005,0.056871,0.029400,0.016134,0.042177,0.843413
NC_034405.1,1731,virus,0.9979828596115112,0.012543,0.013509,0.024553,0.012244,0.012762,0.924388
NC_034254.1,1972,virus,0.9919267892837524,0.010352,0.008864,0.010968,0.010916,0.010130,0.948769
NC_034255.1,1606,virus,0.9944057464599609,0.028449,0.017252,0.023429,0.024836,0.010632,0.895403
NC_034258.1,1921,virus,0.9981301426887512,0.238908,0.077740,0.280548,0.050409,0.030163,0.322232
NC_034259.1,1373,phage,0.9980869293212891,0.137027,0.738620,0.021157,0.025430,0.059000,0.018766
NC_034262.1,1478,virus,0.9967154264450073,0.010520,0.013059,0.014469,0.012620,0.014332,0.935000
NC_034159.1,1609,archaea,0.9998410940170288,0.155349,0.107581,0.054641,0.541454,0.038700,0.102274
NC_034162.1,1397,phage,0.9929048418998718,0.242906,0.298307,0.225678,0.058052,0.128038,0.047019
NC_034163.1,1325,virus,0.9999788999557495,0.017504,0.021958,0.030849,0.018533,0.012549,0.898607
NC_034164.1,1141,eukarya,0.9999556541442871,0.035941,0.070540,0.617033,0.030375,0.032369,0.213742
NC_034167.1,1525,phage,0.9991344809532166,0.036691,0.731794,0.042339,0.040525,0.043433,0.105218
NC_034173.1,1932,virus,0.9998664855957031,0.077107,0.069068,0.282807,0.063445,0.068372,0.439201
NC_033831.1,1806,virus,0.9978848099708557,0.029285,0.028812,0.041158,0.053266,0.015658,0.831821
NC_033837.1,1628,virus,0.9991084933280945,0.045894,0.050889,0.048770,0.316960,0.028801,0.508685
NC_033839.1,1823,virus,0.9997757077217102,0.017024,0.023514,0.026641,0.018129,0.016723,0.897969
NC_033843.1,1864,virus,0.9989691972732544,0.087836,0.160209,0.100442,0.050776,0.050777,0.549960
NC_033845.1,1863,virus,0.9989261031150818,0.049185,0.138898,0.181521,0.129583,0.046147,0.454665
NC_033850.1,1819,virus,0.9808441996574402,0.020984,0.028690,0.026153,0.066119,0.015335,0.842720
NC_033851.1,1869,eukarya,0.9916343688964844,0.213052,0.067197,0.279985,0.054632,0.107600,0.277533
NC_033852.1,1766,virus,0.9799443483352661,0.015066,0.094333,0.025008,0.016099,0.012646,0.836847
NC_033785.1,1978,phage,0.9994829893112183,0.294502,0.439153,0.090141,0.037568,0.078567,0.060070
NC_033786.1,1775,eukarya,0.9991083741188049,0.029364,0.043657,0.646475,0.028371,0.026609,0.225525
NC_033787.1,1657,bacteria,0.9999737739562988,0.852733,0.041261,0.023074,0.031136,0.030995,0.020801
NC_033788.1,1165,eukarya,0.9997703433036804,0.058313,0.134480,0.604462,0.031151,0.035658,0.135937
NC_033789.1,1142,phage,0.9999885559082031,0.075495,0.785948,0.016101,0.021373,0.082072,0.019011
NC_033790.1,1103,eukarya,0.9999638795852661,0.018508,0.097886,0.811049,0.020526,0.018003,0.034030
NC_033748.1,1524,eukarya,0.9984652996063232,0.012692,0.022786,0.889527,0.015814,0.012477,0.046704
NC_033754.1,1730,virus,0.9993315935134888,0.019802,0.034060,0.041122,0.025968,0.020138,0.858910
NC_033755.1,1446,virus,0.9186025857925415,0.107526,0.051929,0.357432,0.033867,0.035592,0.413654
NC_033763.1,1491,eukarya,0.9917164444923401,0.025417,0.067669,0.709449,0.029551,0.023302,0.144613
NC_033764.1,1728,bacteria,0.9994572997093201,0.407305,0.159660,0.148534,0.112505,0.085087,0.086909
NC_033765.1,1549,virus,0.9981378316879272,0.055890,0.041007,0.095704,0.025465,0.022269,0.759666
NC_033766.1,1510,plasmid,0.9997301697731018,0.182239,0.066960,0.027213,0.029888,0.649677,0.044023
NC_033767.1,1503,bacteria,0.9994780421257019,0.467219,0.287895,0.040852,0.078814,0.059397,0.065824
NC_033768.1,1436,virus,0.9997945427894592,0.018870,0.019700,0.038558,0.016277,0.016916,0.889679
NC_033769.1,1379,phage,0.9970535039901733,0.077276,0.505742,0.188622,0.029932,0.050418,0.148010
NC_033770.1,1966,eukarya,0.9999685287475586,0.064338,0.144584,0.581925,0.040624,0.022232,0.146296
NC_033771.1,1762,virus,0.9998326301574707,0.034952,0.039668,0.380676,0.029189,0.034021,0.481494
NC_033478.1,1665,virus,0.9760386347770691,0.014034,0.026177,0.020444,0.016524,0.014986,0.907835
NC_033479.1,1759,virus,0.9972374439239502,0.023190,0.349293,0.038539,0.023001,0.021495,0.544482
NC_033483.1,1606,phage,0.997880220413208,0.022749,0.842261,0.021710,0.052325,0.021617,0.039338
NC_033484.1,1601,virus,0.9782683253288269,0.051361,0.044481,0.064601,0.060271,0.047058,0.732228
NC_033485.1,1698,virus,0.9999175071716309,0.191227,0.097817,0.030551,0.042434,0.044956,0.593015
NC_033486.1,1672,virus,0.9992702603340149,0.015381,0.173302,0.026913,0.021804,0.019020,0.743580
NC_033488.1,1556,virus,0.9721970558166504,0.013871,0.019567,0.014341,0.015789,0.012495,0.923936
NC_033494.1,1967,virus,0.9994632601737976,0.107902,0.093617,0.032112,0.030774,0.024595,0.711002
NC_033495.1,1131,phage,0.9880770444869995,0.120592,0.754531,0.029036,0.026144,0.043831,0.025866
NC_033496.1,1060,bacteria,0.9986724853515625,0.566934,0.084380,0.048829,0.159533,0.091970,0.048355
NC_033445.1,1622,virus,0.9943270087242126,0.061870,0.202624,0.042253,0.034293,0.025772,0.633186
NC_033447.1,1804,phage,0.9998458623886108,0.028449,0.702925,0.036149,0.026989,0.024845,0.180643
NC_033448.1,1656,virus,0.9995322227478027,0.055790,0.024939,0.031146,0.019833,0.011512,0.856780
NC_033449.1,1528,virus,0.9999305009841919,0.397816,0.044293,0.065487,0.040003,0.028544,0.423857
NC_033453.1,1592,virus,0.9992949962615967,0.033705,0.034724,0.249664,0.036873,0.022328,0.622705
NC_033454.1,1517,virus,0.9993963241577148,0.260488,0.049923,0.145533,0.063129,0.036748,0.444180
NC_032762.1,1684,eukarya,0.9993069171905518,0.075963,0.080109,0.502513,0.055473,0.068604,0.217338
NC_033033.1,1793,virus,0.9949829578399658,0.021571,0.051391,0.059085,0.022632,0.026978,0.818343
NC_033038.1,1790,eukarya,0.9926602840423584,0.020287,0.025262,0.869116,0.019330,0.018723,0.047282
NC_033281.1,1309,virus,0.9988704323768616,0.025363,0.203617,0.095498,0.035576,0.028276,0.611669
NC_033283.1,1625,virus,0.9982341527938843,0.016012,0.014328,0.018722,0.033699,0.018476,0.898764
NC_033285.1,1653,virus,0.9973662495613098,0.050320,0.058757,0.305223,0.066649,0.023844,0.495207
NC_033286.1,1637,virus,0.9969869256019592,0.024443,0.133813,0.061494,0.027358,0.019888,0.733004
NC_033288.1,1883,eukarya,0.9996771812438965,0.028715,0.036020,0.641549,0.047795,0.035955,0.209965
NC_033290.1,1212,archaea,0.9999855756759644,0.053481,0.090717,0.071790,0.651029,0.036967,0.096016
NC_033295.1,1924,virus,0.9997182488441467,0.026166,0.020498,0.056931,0.018724,0.015459,0.862222
NC_033297.1,1866,eukarya,0.9995660185813904,0.071822,0.099054,0.361954,0.158317,0.045894,0.262960
